meal_id,name,ingredients,description,category,price,order_id,user_id
7,Balık Tava,"Balık, Un, Limon, Tuz, Zeytinyağı","Balıklar una bulanıp tavada kızartılarak, üzerine limon ve zeytinyağı eklenerek servis edilir.",Seafood,14.99,205,2
8,Beyti Kebap,"Dana Kıyması, Baharatlar, Yoğurt, Tereyağı, Domates Sosu","Baharatlı dana kıyması, şişe sarılıp mangalda pişirilir ve üzerine yoğurtlu sos ve tereyağlı domates sos eklenir.",Kebab,22.5,227,2
8,Beyti Kebap,"Dana Kıyması, Baharatlar, Yoğurt, Tereyağı, Domates Sosu","Baharatlı dana kıyması, şişe sarılıp mangalda pişirilir ve üzerine yoğurtlu sos ve tereyağlı domates sos eklenir.",Kebab,22.5,242,2
8,Beyti Kebap,"Dana Kıyması, Baharatlar, Yoğurt, Tereyağı, Domates Sosu","Baharatlı dana kıyması, şişe sarılıp mangalda pişirilir ve üzerine yoğurtlu sos ve tereyağlı domates sos eklenir.",Kebab,22.5,256,2
8,Beyti Kebap,"Dana Kıyması, Baharatlar, Yoğurt, Tereyağı, Domates Sosu","Baharatlı dana kıyması, şişe sarılıp mangalda pişirilir ve üzerine yoğurtlu sos ve tereyağlı domates sos eklenir.",Kebab,22.5,286,2
9,Börek,"Yufka, Peynir, Yumurta, Süt, Tereyağı","Yufka katları arasına peynir ve yumurta karışımı konularak hazırlanan börek, fırında pişirilir.",Pastry,11.25,233,2
9,Börek,"Yufka, Peynir, Yumurta, Süt, Tereyağı","Yufka katları arasına peynir ve yumurta karışımı konularak hazırlanan börek, fırında pişirilir.",Pastry,11.25,246,2
9,Börek,"Yufka, Peynir, Yumurta, Süt, Tereyağı","Yufka katları arasına peynir ve yumurta karışımı konularak hazırlanan börek, fırında pişirilir.",Pastry,11.25,265,2
9,Börek,"Yufka, Peynir, Yumurta, Süt, Tereyağı","Yufka katları arasına peynir ve yumurta karışımı konularak hazırlanan börek, fırında pişirilir.",Pastry,11.25,274,2
10,Ciğer Sote,"Ciğer, Soğan, Yeşil Biber, Domates, Baharatlar","Ciğerler doğranıp sotelenerek, üzerine doğranmış sebzeler ve baharatlar eklenerek soteleme işlemi tamamlanır.",Meat Dish,16.75,232,2
10,Ciğer Sote,"Ciğer, Soğan, Yeşil Biber, Domates, Baharatlar","Ciğerler doğranıp sotelenerek, üzerine doğranmış sebzeler ve baharatlar eklenerek soteleme işlemi tamamlanır.",Meat Dish,16.75,236,2
10,Ciğer Sote,"Ciğer, Soğan, Yeşil Biber, Domates, Baharatlar","Ciğerler doğranıp sotelenerek, üzerine doğranmış sebzeler ve baharatlar eklenerek soteleme işlemi tamamlanır.",Meat Dish,16.75,273,2
10,Ciğer Sote,"Ciğer, Soğan, Yeşil Biber, Domates, Baharatlar","Ciğerler doğranıp sotelenerek, üzerine doğranmış sebzeler ve baharatlar eklenerek soteleme işlemi tamamlanır.",Meat Dish,16.75,276,2
11,Çiğ Köfte,"İnce Bulgur, Kırmızı Mercimek, Soğan, Domates Salçası, Baharatlar","İnce bulgur, kırmızı mercimek, soğan ve baharatlarla hazırlanan karışım, yoğrulup şekil verilerek servis edilir.",Appetizer,7.99,258,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,204,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,220,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,226,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,234,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,237,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,277,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,280,2
12,Çılbır,"Yumurta, Yoğurt, Sarımsak, Tereyağı, Sirke","Haşlanmış yumurtalar, yoğurt ve sarımsak sosu ile servis edilir.",Egg Dish,13.5,282,2
13,Tavuk Döner,"Tavuk Göğsü, Yoğurt, Baharatlar, Limon, Sarımsak","Marine edilmiş tavuk göğsü, döner şeklinde pişirilir ve üzerine yoğurtlu sos eklenir.",Kebab,19.95,206,2
13,Tavuk Döner,"Tavuk Göğsü, Yoğurt, Baharatlar, Limon, Sarımsak","Marine edilmiş tavuk göğsü, döner şeklinde pişirilir ve üzerine yoğurtlu sos eklenir.",Kebab,19.95,208,2
13,Tavuk Döner,"Tavuk Göğsü, Yoğurt, Baharatlar, Limon, Sarımsak","Marine edilmiş tavuk göğsü, döner şeklinde pişirilir ve üzerine yoğurtlu sos eklenir.",Kebab,19.95,222,2
13,Tavuk Döner,"Tavuk Göğsü, Yoğurt, Baharatlar, Limon, Sarımsak","Marine edilmiş tavuk göğsü, döner şeklinde pişirilir ve üzerine yoğurtlu sos eklenir.",Kebab,19.95,228,2
14,Fırın Makarna,"Makarna, Béchamel Sos, Kaşar Peyniri, Domates Sosu, Baharatlar","Makarna haşlanır, üzerine béchamel sos, kaşar peyniri ve domates sosu eklenerek fırında pişirilir.",Pasta,11.99,202,2
14,Fırın Makarna,"Makarna, Béchamel Sos, Kaşar Peyniri, Domates Sosu, Baharatlar","Makarna haşlanır, üzerine béchamel sos, kaşar peyniri ve domates sosu eklenerek fırında pişirilir.",Pasta,11.99,213,2
14,Fırın Makarna,"Makarna, Béchamel Sos, Kaşar Peyniri, Domates Sosu, Baharatlar","Makarna haşlanır, üzerine béchamel sos, kaşar peyniri ve domates sosu eklenerek fırında pişirilir.",Pasta,11.99,239,2
14,Fırın Makarna,"Makarna, Béchamel Sos, Kaşar Peyniri, Domates Sosu, Baharatlar","Makarna haşlanır, üzerine béchamel sos, kaşar peyniri ve domates sosu eklenerek fırında pişirilir.",Pasta,11.99,296,2
15,Fırın Tavuk,"Tavuk, Zeytinyağı, Baharatlar, Limon, Soğan","Tavuk parçaları baharatlarla marine edilir, fırında pişirilir ve üzerine zeytinyağı ve limon sıkılarak servis edilir.",Meat Dish,24.5,215,2
15,Fırın Tavuk,"Tavuk, Zeytinyağı, Baharatlar, Limon, Soğan","Tavuk parçaları baharatlarla marine edilir, fırında pişirilir ve üzerine zeytinyağı ve limon sıkılarak servis edilir.",Meat Dish,24.5,288,2
15,Fırın Tavuk,"Tavuk, Zeytinyağı, Baharatlar, Limon, Soğan","Tavuk parçaları baharatlarla marine edilir, fırında pişirilir ve üzerine zeytinyağı ve limon sıkılarak servis edilir.",Meat Dish,24.5,295,2
16,Hamsi Tava,"Hamsi, Un, Limon, Tuz, Zeytinyağı","Hamsiler una bulanıp kızartılarak, limon ve zeytinyağı eklenerek servis edilir.",Seafood,17.25,264,2
16,Hamsi Tava,"Hamsi, Un, Limon, Tuz, Zeytinyağı","Hamsiler una bulanıp kızartılarak, limon ve zeytinyağı eklenerek servis edilir.",Seafood,17.25,287,2
18,İmam Bayıldı,"Patlıcan, Domates, Soğan, Sarımsak, Zeytinyağı","Patlıcanlar kızartılıp, içine domates, soğan ve sarımsaklı sos eklenerek fırında pişirilir.",Vegetable Dish,14.5,250,2
19,İskilip Dolması,"Kuzu Kıyması, Pirinç, Soğan, Nane, Tuz","Pirinç ve kuzu kıyması karışımı ile hazırlanan iç malzeme, asma yaprağına sarılarak pişirilir.",Stuffed Grape Leaves,20.0,271,2
19,İskilip Dolması,"Kuzu Kıyması, Pirinç, Soğan, Nane, Tuz","Pirinç ve kuzu kıyması karışımı ile hazırlanan iç malzeme, asma yaprağına sarılarak pişirilir.",Stuffed Grape Leaves,20.0,283,2
19,İskilip Dolması,"Kuzu Kıyması, Pirinç, Soğan, Nane, Tuz","Pirinç ve kuzu kıyması karışımı ile hazırlanan iç malzeme, asma yaprağına sarılarak pişirilir.",Stuffed Grape Leaves,20.0,290,2
19,İskilip Dolması,"Kuzu Kıyması, Pirinç, Soğan, Nane, Tuz","Pirinç ve kuzu kıyması karışımı ile hazırlanan iç malzeme, asma yaprağına sarılarak pişirilir.",Stuffed Grape Leaves,20.0,298,2
20,İslim Kebap,"Kuzu Etı, Patates, Soğan, Domates, Baharatlar","Kuzu eti, patates ve baharatlarla hazırlanan kebap, fırında pişirilerek servis edilir.",Kebab,23.75,243,2
21,Ispanaklı Karnabahar,"Ispanak, Karnabahar, Soğan, Sarımsak, Zeytinyağı","Ispanak ve karnabahar, soğan ve sarımsaklı sos ile sotelenerek servis edilir.",Vegetable Dish,18.5,216,2
21,Ispanaklı Karnabahar,"Ispanak, Karnabahar, Soğan, Sarımsak, Zeytinyağı","Ispanak ve karnabahar, soğan ve sarımsaklı sos ile sotelenerek servis edilir.",Vegetable Dish,18.5,252,2
21,Ispanaklı Karnabahar,"Ispanak, Karnabahar, Soğan, Sarımsak, Zeytinyağı","Ispanak ve karnabahar, soğan ve sarımsaklı sos ile sotelenerek servis edilir.",Vegetable Dish,18.5,289,2
22,Kadayıf,"Kadayıf, Ceviz, Şeker, Su, Tereyağı","Kadayıf katları arasına ceviz içi konularak hazırlanan kadayıf, fırında pişirildikten sonra şekerli şerbetle buluşturulur.",Dessert,10.25,225,2
22,Kadayıf,"Kadayıf, Ceviz, Şeker, Su, Tereyağı","Kadayıf katları arasına ceviz içi konularak hazırlanan kadayıf, fırında pişirildikten sonra şekerli şerbetle buluşturulur.",Dessert,10.25,231,2
22,Kadayıf,"Kadayıf, Ceviz, Şeker, Su, Tereyağı","Kadayıf katları arasına ceviz içi konularak hazırlanan kadayıf, fırında pişirildikten sonra şekerli şerbetle buluşturulur.",Dessert,10.25,262,2
22,Kadayıf,"Kadayıf, Ceviz, Şeker, Su, Tereyağı","Kadayıf katları arasına ceviz içi konularak hazırlanan kadayıf, fırında pişirildikten sonra şekerli şerbetle buluşturulur.",Dessert,10.25,272,2
22,Kadayıf,"Kadayıf, Ceviz, Şeker, Su, Tereyağı","Kadayıf katları arasına ceviz içi konularak hazırlanan kadayıf, fırında pişirildikten sonra şekerli şerbetle buluşturulur.",Dessert,10.25,279,2
22,Kadayıf,"Kadayıf, Ceviz, Şeker, Su, Tereyağı","Kadayıf katları arasına ceviz içi konularak hazırlanan kadayıf, fırında pişirildikten sonra şekerli şerbetle buluşturulur.",Dessert,10.25,292,2
23,Karides Güveç,"Karides, Domates, Soğan, Sarımsak, Zeytinyağı",Karides ve sebzeler soslanıp güveçte fırında pişirilerek servis edilir.,Seafood,12.99,259,2
23,Karides Güveç,"Karides, Domates, Soğan, Sarımsak, Zeytinyağı",Karides ve sebzeler soslanıp güveçte fırında pişirilerek servis edilir.,Seafood,12.99,263,2
23,Karides Güveç,"Karides, Domates, Soğan, Sarımsak, Zeytinyağı",Karides ve sebzeler soslanıp güveçte fırında pişirilerek servis edilir.,Seafood,12.99,268,2
24,Karnabahar Kızartması,"Karnabahar, Un, Yumurta, Tuz, Zeytinyağı","Karnabahar, una bulanıp yumurta ile kaplanarak kızartılır ve zeytinyağı ile servis edilir.",Vegetable Dish,21.0,200,2
24,Karnabahar Kızartması,"Karnabahar, Un, Yumurta, Tuz, Zeytinyağı","Karnabahar, una bulanıp yumurta ile kaplanarak kızartılır ve zeytinyağı ile servis edilir.",Vegetable Dish,21.0,260,2
24,Karnabahar Kızartması,"Karnabahar, Un, Yumurta, Tuz, Zeytinyağı","Karnabahar, una bulanıp yumurta ile kaplanarak kızartılır ve zeytinyağı ile servis edilir.",Vegetable Dish,21.0,278,2
24,Karnabahar Kızartması,"Karnabahar, Un, Yumurta, Tuz, Zeytinyağı","Karnabahar, una bulanıp yumurta ile kaplanarak kızartılır ve zeytinyağı ile servis edilir.",Vegetable Dish,21.0,281,2
25,Kavurmalı Pilav,"Dana Kavurma, Pirinç, Soğan, Baharatlar, Tereyağı","Dana kavurma, pirinç ve baharatlarla hazırlanan pilav, tereyağı ile sotelenerek servis edilir.",Rice Dish,16.5,229,2
25,Kavurmalı Pilav,"Dana Kavurma, Pirinç, Soğan, Baharatlar, Tereyağı","Dana kavurma, pirinç ve baharatlarla hazırlanan pilav, tereyağı ile sotelenerek servis edilir.",Rice Dish,16.5,253,2
25,Kavurmalı Pilav,"Dana Kavurma, Pirinç, Soğan, Baharatlar, Tereyağı","Dana kavurma, pirinç ve baharatlarla hazırlanan pilav, tereyağı ile sotelenerek servis edilir.",Rice Dish,16.5,255,2
26,Kısır,"Bulgur, Domates Salçası, Limon Suyu, Nane, Soğan","Bulgur, domates salçası ve baharatlarla hazırlanan kısır, limon suyu ile karıştırılarak servis edilir.",Salad,19.99,209,2
26,Kısır,"Bulgur, Domates Salçası, Limon Suyu, Nane, Soğan","Bulgur, domates salçası ve baharatlarla hazırlanan kısır, limon suyu ile karıştırılarak servis edilir.",Salad,19.99,266,2
27,Kuzu Güveç,"Kuzu Etı, Patates, Soğan, Domates, Baharatlar","Kuzu eti, sebzeler ve baharatlar güveçte fırında pişirilerek servis edilir.",Meat Dish,13.75,223,2
27,Kuzu Güveç,"Kuzu Etı, Patates, Soğan, Domates, Baharatlar","Kuzu eti, sebzeler ve baharatlar güveçte fırında pişirilerek servis edilir.",Meat Dish,13.75,230,2
27,Kuzu Güveç,"Kuzu Etı, Patates, Soğan, Domates, Baharatlar","Kuzu eti, sebzeler ve baharatlar güveçte fırında pişirilerek servis edilir.",Meat Dish,13.75,247,2
28,Kuzu İncik,"Kuzu İncik, Soğan, Sarımsak, Zeytinyağı, Baharatlar","Kuzu incik, soğan ve baharatlarla marine edilip fırında pişirilir.",Meat Dish,15.0,203,2
28,Kuzu İncik,"Kuzu İncik, Soğan, Sarımsak, Zeytinyağı, Baharatlar","Kuzu incik, soğan ve baharatlarla marine edilip fırında pişirilir.",Meat Dish,15.0,210,2
28,Kuzu İncik,"Kuzu İncik, Soğan, Sarımsak, Zeytinyağı, Baharatlar","Kuzu incik, soğan ve baharatlarla marine edilip fırında pişirilir.",Meat Dish,15.0,212,2
28,Kuzu İncik,"Kuzu İncik, Soğan, Sarımsak, Zeytinyağı, Baharatlar","Kuzu incik, soğan ve baharatlarla marine edilip fırında pişirilir.",Meat Dish,15.0,267,2
28,Kuzu İncik,"Kuzu İncik, Soğan, Sarımsak, Zeytinyağı, Baharatlar","Kuzu incik, soğan ve baharatlarla marine edilip fırında pişirilir.",Meat Dish,15.0,275,2
29,Kuzu Kelle Paça Çorbası,"Kuzu Kelle Paça, Soğan, Limon, Baharatlar, Nohut","Kuzu kelle paça, soğan ve baharatlarla kaynatılarak içine nohut eklenip çorba haline getirilir.",Soup,23.5,211,2
29,Kuzu Kelle Paça Çorbası,"Kuzu Kelle Paça, Soğan, Limon, Baharatlar, Nohut","Kuzu kelle paça, soğan ve baharatlarla kaynatılarak içine nohut eklenip çorba haline getirilir.",Soup,23.5,261,2
30,Kuzu Tandır,"Kuzu Etı, Yoğurt, Baharatlar, Limon, Sarımsak","Kuzu eti, yoğurtlu sos ve baharatlarla marine edilip fırında tandırda pişirilir.",Meat Dish,22.99,207,2
30,Kuzu Tandır,"Kuzu Etı, Yoğurt, Baharatlar, Limon, Sarımsak","Kuzu eti, yoğurtlu sos ve baharatlarla marine edilip fırında tandırda pişirilir.",Meat Dish,22.99,238,2
32,Mantı,"Dana Kıyması, Un, Yoğurt, Sarımsak, Tereyağı","İnce hamurla yapılan mantı, içine kıyma konularak kaynar suda haşlanır ve üzerine yoğurtlu sos ve tereyağı eklenir.",Pasta,17.99,201,2
32,Mantı,"Dana Kıyması, Un, Yoğurt, Sarımsak, Tereyağı","İnce hamurla yapılan mantı, içine kıyma konularak kaynar suda haşlanır ve üzerine yoğurtlu sos ve tereyağı eklenir.",Pasta,17.99,244,2
32,Mantı,"Dana Kıyması, Un, Yoğurt, Sarımsak, Tereyağı","İnce hamurla yapılan mantı, içine kıyma konularak kaynar suda haşlanır ve üzerine yoğurtlu sos ve tereyağı eklenir.",Pasta,17.99,285,2
32,Mantı,"Dana Kıyması, Un, Yoğurt, Sarımsak, Tereyağı","İnce hamurla yapılan mantı, içine kıyma konularak kaynar suda haşlanır ve üzerine yoğurtlu sos ve tereyağı eklenir.",Pasta,17.99,293,2
32,Mantı,"Dana Kıyması, Un, Yoğurt, Sarımsak, Tereyağı","İnce hamurla yapılan mantı, içine kıyma konularak kaynar suda haşlanır ve üzerine yoğurtlu sos ve tereyağı eklenir.",Pasta,17.99,297,2
33,Mercimek Çorbası,"Kırmızı Mercimek, Soğan, Domates, Tereyağı, Baharatlar","Kırmızı mercimek, soğan ve baharatlarla hazırlanan çorba, tereyağı ile sotelenerek servis edilir.",Soup,14.0,218,2
33,Mercimek Çorbası,"Kırmızı Mercimek, Soğan, Domates, Tereyağı, Baharatlar","Kırmızı mercimek, soğan ve baharatlarla hazırlanan çorba, tereyağı ile sotelenerek servis edilir.",Soup,14.0,219,2
33,Mercimek Çorbası,"Kırmızı Mercimek, Soğan, Domates, Tereyağı, Baharatlar","Kırmızı mercimek, soğan ve baharatlarla hazırlanan çorba, tereyağı ile sotelenerek servis edilir.",Soup,14.0,299,2
